node_id,graph_view,node_type,degree_total,weighted_degree
warehouse_measurement:measurement:synnetqos_m_00005651:7f7b57c539db,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005660:b9ca55563ecb,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005661:58fdcdff2c6e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005670:91672b1c35c2,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005671:cfe2f1578fef,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005680:8c457dd4608b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005681:396959ce147a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005690:b72f59a3dbd6,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00005691:01d8b1b6d4c2,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006520:f0dedcfcdda7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006530:70b85c53cedb,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007821:55b056dcd254,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007341:591f38fed915,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007351:8423a10e6b7f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007360:bb013d15460b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007361:a95cd07b1f44,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007370:24bfbf38a921,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007371:8838f562ce84,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007380:95be2b408b83,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007381:b8a1a27889ec,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007390:26f30a3ce914,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007391:7685b9081fbd,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007400:336630c2fe3f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007401:330f9ffa4f8b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007410:84ee2b8248a7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007411:28f12c227e74,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007420:66bc9611c78c,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007421:c3c420e88d53,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007430:66cae163789c,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007431:8b789425a38a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007440:4f47763c95ba,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007441:777356d78df1,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007450:659d846d9fd7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007451:7da3bdce34f7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007460:42fd7fb62ec8,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007461:222759e28df1,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007470:d9394e5bca92,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007471:8fd3cc69aef9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007480:765bf9f22c33,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007481:5d660b4449f7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007490:98c8bfd61d84,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007491:b341e34c3464,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007350:87fad742cb63,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007340:ceba73938a2b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006531:fd3be002c42b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007331:b29ccd40ff6b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007190:21ad897ecb2e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007191:69da207bade4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007200:f4d4cfad6b20,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007201:960c9562e3d6,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007210:66c17abdfd69,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007211:98a1fe7e4790,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007220:2a14445bc491,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007221:c41eaf222488,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007230:c53f5779d664,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007231:eb62ec33db62,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007240:6ed4f7c66cf8,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007241:42db32bb85fb,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007250:5c7bef70070b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007251:fb874fc47a4b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007260:90da6d2448cd,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007261:679e3d1671d9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007270:abeab0fb65f1,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007271:4817cc46a996,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007280:ce1444257a96,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007281:d2d4a1bdba48,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007290:bb8861eed146,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007291:e02730698f55,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007300:51832908ed4f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007301:5257db258036,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007310:51320c2be5a8,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007311:d1101c85e105,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007320:c0e6f2a47aa6,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007321:6ea474078cc7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007330:b58a57e30cf2,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007500:5aca6bdd9e83,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007501:a569af42dad4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007510:7599a9e3101e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007511:f9d79e1c2580,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007680:0b40fe58d039,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007681:aba1bae7705e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007690:14aa2138faaf,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007691:20c424e5a9a7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007700:79a35a688b79,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007701:d42778687f96,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007710:cb5319b08e93,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007711:ce0eb98e512c,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007720:887f9fbc5152,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007721:c5347a8fe790,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007730:4f9efbffc9f6,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007731:066ad0e08bfb,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007740:586c5dcb2640,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007741:ac0fd85e8cb0,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007750:6647ceda6632,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007751:cf70e0f7cd94,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007760:169be6db9eac,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007761:1a93677c02f1,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007770:6fae0383a1d6,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007771:2a93a02673c7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007780:84b618a00776,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007781:624531b38689,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007790:a0ca7b0fe796,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007791:3c7f557bab24,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007800:e06d976d2392,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007801:39a0e908cb39,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007810:f19ee11390b9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007811:dd944e9444bd,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007820:422152f932d3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007671:49b657e06b8d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007670:050fde8318ef,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007661:b34762b77d23,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007581:ca013afe8626,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007520:8b12da587fa9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007521:052995650269,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007530:7b33a87f8d15,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007531:b708af3e10a4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007540:b7191c93a617,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007541:fc261145624e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007550:a94e4a6775c7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007551:d5e28555eb2b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007560:4d8970e54903,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007561:288ff423f4cd,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007570:f56e2dfa084d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007571:2afab133b864,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007580:5dfab1f9414e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007590:34519975c56e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007660:6433bd46c186,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007591:442eaaa2a28b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007600:9e668def02f3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007601:a113e84bca14,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007610:4f3588184bea,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007611:42e65598b343,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007620:a893dc32c4b7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007621:99d7c8f34313,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007630:40d90180372a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007631:839c3ad77883,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007640:b500a6a168c9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007641:b397086a6416,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007650:790455e7ed14,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007651:7268200eaf5f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007181:08d229d69f34,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007180:5746f78b5d7a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007171:b92480b4ea4f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006850:535aff001ed2,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006700:306ad7805dcb,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006701:8fad7bb6df66,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006710:cb1f87c8fbf3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006711:8bc35890f61a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006720:d04553949138,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006721:6954e234d52a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006730:f7d5f7e05867,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006731:f93acc7be1de,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006740:28a16e71a6b2,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006741:197352ebc23a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006750:f4fdc7a0b2de,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006751:d7ee63cc28fe,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006760:a286f790b148,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006761:caa704c6d57e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006770:8c8837460086,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006771:88f1547a1b87,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006780:24c2642be911,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006781:7a27281d11f3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006790:478d87672ec8,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006791:ad156f3ad492,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006800:c04684d21490,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006801:0aa9383c7f95,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006810:c093b1b55a41,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006811:f6de42de1653,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006820:2ce0ae260127,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006821:a3b2ec11987d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006830:c65de3b37eb7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006831:60481d95f9a9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006840:882eea678599,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006691:c1355bd63565,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006690:a2926af37291,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006681:29b45b71fa17,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006601:2682aaa20c49,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006540:9c4b2e1b7327,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006541:0f15a8859828,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006550:81c89ebcbd33,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006551:e576186f9496,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006560:9a2bd3fef2bd,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006561:17aecb3c1a42,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006570:6fa9cca535c4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006571:d56de78e2c10,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006580:1453e3b5c6d4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006581:a4f59226d259,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006590:7155921d409b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006591:c4c68da6cbe3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006600:10dd305f2caa,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006610:fa4ea9fb932b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006680:0ffd103dde5b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006611:5ede6a1f9799,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006620:b38d8d32f059,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006621:6a34f9fb3e7f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006630:4d174509b09f,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006631:c307defecd71,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006640:3016cf1d05dc,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006641:e494a2fe4575,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006650:cf25929a0143,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006651:76caab09b8a7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006660:a14780a9eac0,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006661:b81b565dc744,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006670:f1f1c61ff1c4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006671:388813870957,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006841:1dc291336f75,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006851:4ccf9c31c073,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007170:3f19dcf41a32,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006860:add4846c2be9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007021:09d0a7817e29,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007030:ced1e2031b93,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007031:d62c3e889709,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007040:2da24ae8f573,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007041:797ee1e96c76,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007050:5739b4bf9a8a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007051:9bf7a0ede976,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007060:bdb3a9e96ade,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007061:ac3b28a25d5c,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007070:a3da31100960,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007071:f1487eb9f5a8,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007080:e8831440357e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007081:27d9e52f556b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007090:1e8ab883f6f1,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007091:6cf6b9afd5e9,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007100:8fac0da64716,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007101:f08cc044a48d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007110:a88a76c77521,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007111:3e3913037b3d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007120:7414c7b583eb,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007121:1520ccc44d61,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007130:28bb9f043527,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007131:7c0cc6b8c2af,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007140:7225f252a44d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007141:54e856df6226,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007150:e8725f63d8f4,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007151:be870f47bd9e,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007160:d49eb63d8b24,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007161:676d6c83910b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007020:bddcfd5475e5,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007011:463d451f1422,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007010:64816d0cad04,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006930:97a3d123ae7b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006861:64bf99846354,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006870:274d8b9caf05,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006871:cf519205ef6c,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006880:86f333e1a339,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006881:09f9e2dfbef3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006890:d200b9411f4a,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006891:288bbc6f9503,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006900:9d224659fa75,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006901:8137f0f819ab,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006910:473f52f770b5,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006911:81fb8051d6cf,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006920:9653a2f8e9f3,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006921:8da4aed908ec,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006931:05133451ce0b,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00007001:ee5d80ef99f7,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006940:3a42853aa9f1,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006941:3aa9944ea37c,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006950:0f8e7353cd65,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006951:defca8fe4adc,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006960:6ce4d126dd6d,warehouse_measurement,measurement,13,13.0
warehouse_measurement:measurement:synnetqos_m_00006961:b49e04476f9e,warehouse_measurement,measurement,13,13.0
