measurement_id,session_id,timestamp,service_degraded,signal_strength_dbm,los_probability,distance_2d_m,path_loss_db,contextual_penalty_db,link_capacity_downlink_mbps,offered_downlink_mbps,download_speed_mbps,offered_upload_mbps,upload_speed_mbps,latency_ms,jitter_ms,ping_ms,interval_handover_count,activity_factor,data_usage_mb,distance_to_tower_km,throughput_satisfaction_ratio,downlink_shortfall_fraction,network_type,infrastructure_profile,band,app_type,movement_speed,weather,obstruction_level,congestion_level,tower_load,time_of_day_bin
synnetqos_m_00048396,S042_04839,2025-08-08 08:44:31.742874,1,-107.95,0.0474,380.0,121.89,33,1.31,980.98,1.31,250.0,0.31,212.68,0.41,215.8,0,0.066,0.65,0.38,0.0013353992945829682,0.9986646007054171,5G NSA,Nominal,n78,Streaming,Static,Rainy,High,High,Heavy,morning
synnetqos_m_00048397,S042_04839,2025-08-08 08:45:31.742874,1,-113.15,0.0474,380.0,123.46,33,0.47,33.5,0.42,5.67,0.12,240.17,0.57,245.8,0,0.082,0.26,0.38,0.01253731343283582,0.9874626865671642,5G NSA,Nominal,n78,Browse,Static,Rainy,High,High,Heavy,morning
synnetqos_m_00048398,S042_04839,2025-08-08 08:46:31.742874,1,-114.53,0.0474,380.0,124.15,33,12.45,758.49,11.3,36.0,3.11,114.95,0.15,113.5,0,0.142,12.01,0.38,0.014898021068174927,0.985101978931825,5G NSA,Nominal,n78,Streaming,Static,Rainy,High,Low,Light,morning
synnetqos_m_00048399,S042_04839,2025-08-08 08:47:31.742874,1,-119.15,0.0563,320.37,129.25,35,1.16,59.1,1.05,0.42,0.27,303.51,1.0,302.9,1,0.105,0.82,0.32,0.017766497461928935,0.9822335025380711,5G NSA,Nominal,n78,Call,Walking,Rainy,High,High,Heavy,morning
synnetqos_m_00048400,S042_04839,2025-08-08 08:48:31.742874,1,-129.24,0.051,353.08,139.48,35,0.0,240.06,0.0,17.38,0.0,191.82,0.29,189.0,1,0.112,0.0,0.353,0.0,1.0,5G NSA,Nominal,n78,Streaming,Walking,Rainy,High,Medium,Light,morning
synnetqos_m_00048401,S042_04840,2025-08-18 00:42:43.064562,1,-112.15,0.0223,808.58,153.55,4,5.35,18.1,4.96,0.15,0.15,77.0,0.08,74.6,3,0.099,3.68,0.809,0.2740331491712707,0.7259668508287294,5G SA,Moderately_Degraded,n77,Call,Walking,Clear,Low,Low,Light,night
synnetqos_m_00048402,S042_04840,2025-08-18 00:43:43.064562,0,-92.99,0.0221,815.5,134.46,4,259.53,282.46,239.47,9.71,9.94,77.29,0.15,79.7,0,0.148,265.76,0.816,0.8478014586136091,0.15219854138639088,5G SA,Moderately_Degraded,n77,Streaming,Walking,Clear,Low,Medium,Moderate,night
synnetqos_m_00048403,S042_04840,2025-08-18 00:44:43.064562,0,-101.5,0.0197,912.98,138.18,8,74.78,21.37,20.93,0.2,0.2,98.49,0.41,96.0,2,0.075,11.74,0.913,0.9794103883949461,0.020589611605053904,5G SA,Moderately_Degraded,n77,Call,Driving,Clear,Low,Medium,Light,night
synnetqos_m_00048404,S042_04840,2025-08-18 00:45:43.064562,0,-107.27,0.0173,1042.72,140.1,8,6.66,6.7,6.24,0.58,0.6,117.02,0.31,113.8,3,0.08,3.72,1.043,0.9313432835820895,0.06865671641791049,5G SA,Moderately_Degraded,n77,Call,Driving,Clear,Low,Medium,Light,night
synnetqos_m_00048405,S042_04840,2025-08-18 00:46:43.064562,0,-106.37,0.017,1060.3,143.41,8,27.06,21.25,21.88,1.19,1.19,113.42,0.18,109.5,2,0.067,10.97,1.06,1.0296470588235294,0.0,5G SA,Moderately_Degraded,n77,Call,Driving,Clear,Low,Medium,Moderate,night
synnetqos_m_00048406,S042_04840,2025-08-18 00:47:43.064562,0,-105.1,0.0262,686.25,142.52,8,31.4,1.81,1.78,1.01,0.95,110.34,0.37,113.2,4,0.121,1.61,0.686,0.9834254143646408,0.016574585635359185,5G SA,Moderately_Degraded,n77,Call,Driving,Clear,Low,Medium,Moderate,night
synnetqos_m_00048407,S042_04840,2025-08-18 00:48:43.064562,0,-88.9,0.0446,403.99,126.54,8,290.33,18.11,17.22,1.7,1.7,68.22,0.13,72.6,3,0.079,10.15,0.404,0.950855880728879,0.049144119271120945,5G SA,Moderately_Degraded,n77,Call,Driving,Clear,Low,Medium,Light,night
synnetqos_m_00048408,S042_04840,2025-08-18 00:49:43.064562,0,-88.95,0.0233,774.14,124.17,8,295.95,49.81,50.46,1.05,0.99,78.27,0.2,80.5,3,0.119,44.97,0.774,1.013049588436057,0.0,5G SA,Moderately_Degraded,n77,Browse,Driving,Clear,Low,Medium,Light,night
synnetqos_m_00048409,S042_04840,2025-08-18 00:50:43.064562,0,-73.45,0.1236,159.35,111.98,8,362.08,88.68,81.64,13.27,12.43,29.73,0.05,33.0,4,0.107,65.21,0.159,0.9206134415877311,0.07938655841226894,5G SA,Moderately_Degraded,n77,Gaming,Driving,Clear,Low,Medium,Light,night
synnetqos_m_00048410,S042_04840,2025-08-18 00:51:43.064562,0,-88.08,0.0163,1106.9,126.86,8,320.11,104.47,99.85,0.74,0.68,70.86,0.18,68.4,2,0.109,81.92,1.107,0.9557767780223987,0.04422322197760131,5G SA,Moderately_Degraded,n77,Browse,Driving,Clear,Low,Medium,Moderate,night
synnetqos_m_00048411,S042_04841,2025-08-20 06:01:14.136786,0,-96.09,0.0346,520.0,136.74,2,215.04,16.17,16.7,0.72,0.67,67.72,0.13,65.5,0,0.099,12.44,0.52,1.0327767470624611,0.0,5G SA,Nominal,n78,Call,Static,Clear,Low,Medium,Light,morning
synnetqos_m_00048412,S042_04841,2025-08-20 06:02:14.136786,0,-86.87,0.0346,520.0,128.38,2,407.3,205.51,194.8,19.06,19.59,55.83,0.09,59.2,0,0.098,143.42,0.52,0.9478857476521825,0.052114252347817525,5G SA,Nominal,n78,Gaming,Static,Clear,Low,Medium,Moderate,morning
synnetqos_m_00048413,S042_04841,2025-08-20 06:03:14.136786,0,-76.22,0.0346,520.0,119.23,2,778.14,399.66,361.63,65.08,66.84,22.74,0.03,29.7,0,0.109,294.74,0.52,0.9048441174998748,0.09515588250012519,5G SA,Nominal,n78,Streaming,Static,Clear,Low,Low,Light,morning
synnetqos_m_00048414,S042_04841,2025-08-20 06:04:14.136786,0,-84.99,0.0346,520.0,125.8,2,410.54,685.26,410.54,25.35,25.48,44.43,0.08,43.4,0,0.111,343.3,0.52,0.5991010711262879,0.40089892887371215,5G SA,Nominal,n78,Streaming,Static,Clear,Low,Medium,Moderate,morning
synnetqos_m_00048415,S042_04841,2025-08-20 06:05:14.136786,0,-85.24,0.0346,520.0,131.47,2,423.39,491.81,404.67,125.04,123.95,52.28,0.08,50.1,0,0.093,281.93,0.52,0.8228177548240174,0.17718224517598258,5G SA,Nominal,n78,Streaming,Static,Clear,Low,Medium,Moderate,morning
synnetqos_m_00048416,S042_04841,2025-08-20 06:06:14.136786,0,-73.55,0.0346,520.0,117.92,2,200.63,29.64,29.42,0.38,0.35,33.43,0.08,34.1,0,0.117,25.73,0.52,0.9925775978407557,0.007422402159244279,5G SA,Nominal,n78,Call,Static,Clear,Low,High,Heavy,morning
synnetqos_m_00048417,S042_04841,2025-08-20 06:07:14.136786,0,-88.1,0.0346,520.0,134.18,2,638.9,187.2,170.46,99.33,104.17,43.31,0.04,44.2,0,0.064,82.24,0.52,0.9105769230769232,0.08942307692307683,5G SA,Nominal,n78,Streaming,Static,Clear,Low,Low,Light,morning
synnetqos_m_00048418,S042_04841,2025-08-20 06:08:14.136786,0,-83.67,0.0346,520.0,126.54,2,447.51,129.87,120.67,3.56,3.52,49.3,0.07,51.5,0,0.095,86.11,0.52,0.9291599291599292,0.07084007084007082,5G SA,Nominal,n78,Gaming,Static,Clear,Low,Medium,Moderate,morning
synnetqos_m_00048419,S042_04841,2025-08-20 06:09:14.136786,0,-81.92,0.0346,520.0,122.61,2,737.91,85.24,85.09,9.82,9.14,30.94,0.04,35.8,0,0.097,61.62,0.52,0.9982402627874238,0.0017597372125761623,5G SA,Nominal,n78,Gaming,Static,Clear,Low,Low,Light,morning
synnetqos_m_00048420,S042_04841,2025-08-20 06:10:14.136786,0,-92.15,0.0346,520.0,134.18,2,507.66,87.28,87.98,2.21,2.21,48.33,0.06,47.7,0,0.094,61.74,0.52,1.0080201649862512,0.0,5G SA,Nominal,n78,Gaming,Static,Clear,Low,Low,Light,morning
synnetqos_m_00048421,S042_04842,2025-08-06 11:47:10.250669,0,-86.52,0.0487,370.0,126.4,2,215.7,70.45,70.1,0.43,0.39,81.76,0.17,87.1,0,0.108,56.66,0.37,0.9950319375443576,0.004968062455642408,5G SA,Moderately_Degraded,n78,Browse,Static,Clear,Low,High,Heavy,morning
synnetqos_m_00048422,S042_04842,2025-08-06 11:48:10.250669,0,-88.93,0.0487,370.0,133.71,2,784.26,532.26,555.4,19.04,17.65,39.93,0.04,45.3,0,0.095,397.62,0.37,1.0434749934242664,0.0,5G SA,Moderately_Degraded,n78,Gaming,Static,Clear,Low,Low,Light,morning
synnetqos_m_00048423,S042_04842,2025-08-06 11:49:10.250669,0,-89.63,0.0487,370.0,127.64,2,193.95,125.27,115.03,27.68,26.15,91.63,0.19,94.1,0,0.125,107.43,0.37,0.9182565658178335,0.08174343418216645,5G SA,Moderately_Degraded,n78,Streaming,Static,Clear,Low,High,Moderate,morning
synnetqos_m_00048424,S042_04842,2025-08-06 11:50:10.250669,0,-81.14,0.0476,378.08,122.31,4,520.24,5.44,5.13,0.58,0.58,47.15,0.14,48.7,2,0.097,3.74,0.378,0.9430147058823528,0.05698529411764719,5G SA,Moderately_Degraded,n78,Call,Walking,Clear,Low,Medium,Light,morning
synnetqos_m_00048425,S042_04842,2025-08-06 11:51:10.250669,0,-88.92,0.0499,360.81,129.36,4,173.6,88.32,81.09,14.52,14.42,100.79,0.38,98.1,1,0.087,53.15,0.361,0.9181385869565218,0.08186141304347816,5G SA,Moderately_Degraded,n78,Streaming,Walking,Clear,Low,High,Heavy,morning
synnetqos_m_00048426,S042_04842,2025-08-06 11:52:10.250669,0,-86.76,0.0486,370.95,126.51,4,196.66,175.66,183.32,6.33,5.77,94.47,0.3,96.6,0,0.092,127.03,0.371,1.043606968006376,0.0,5G SA,Moderately_Degraded,n78,Gaming,Walking,Clear,Low,High,Heavy,morning
synnetqos_m_00048427,S042_04842,2025-08-06 11:53:10.250669,0,-84.93,0.047,383.35,127.45,4,475.02,219.89,207.49,20.68,20.73,55.31,0.13,51.0,0,0.075,116.26,0.383,0.9436081677202238,0.05639183227977618,5G SA,Moderately_Degraded,n78,Streaming,Walking,Clear,Low,Medium,Moderate,morning
synnetqos_m_00048428,S042_04842,2025-08-06 11:54:10.250669,1,-92.84,0.0442,407.36,133.58,4,122.96,839.04,122.96,46.58,43.04,114.89,0.31,120.9,1,0.069,63.19,0.407,0.1465484363081617,0.8534515636918383,5G SA,Moderately_Degraded,n78,Streaming,Walking,Clear,Low,High,Light,morning
synnetqos_m_00048429,S042_04842,2025-08-06 11:55:10.250669,0,-84.18,0.0468,385.01,126.35,4,207.69,17.78,18.05,0.3,0.31,81.3,0.3,78.7,1,0.104,14.06,0.385,1.015185601799775,0.0,5G SA,Moderately_Degraded,n78,Browse,Walking,Clear,Low,High,Light,morning
synnetqos_m_00048430,S042_04842,2025-08-06 11:56:10.250669,0,-81.4,0.0429,419.51,122.74,4,537.37,180.45,164.47,57.65,54.97,40.48,0.07,40.0,1,0.093,115.27,0.42,0.9114436131892492,0.08855638681075084,5G SA,Moderately_Degraded,n78,Streaming,Walking,Clear,Low,Medium,Light,morning
synnetqos_m_00048431,S042_04843,2025-07-30 14:00:44.121447,0,-97.74,0.0101,1780.0,140.13,2,166.66,9.89,9.44,0.31,0.28,62.26,0.12,61.5,0,0.091,6.45,1.78,0.954499494438827,0.04550050556117302,5G SA,Moderately_Degraded,n78,Call,Static,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00048432,S042_04843,2025-07-30 14:01:44.121447,0,-97.56,0.0101,1780.0,138.62,2,179.91,17.16,17.22,0.59,0.55,71.12,0.11,73.8,0,0.077,9.92,1.78,1.0034965034965033,0.0,5G SA,Moderately_Degraded,n78,Call,Static,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00048433,S042_04843,2025-07-30 14:02:44.121447,1,-111.2,0.0101,1780.0,154.39,2,0.0,20.36,0.0,0.23,0.0,151.78,0.4,152.4,0,0.118,0.0,1.78,0.0,1.0,5G SA,Moderately_Degraded,n78,Call,Static,Clear,Low,High,Heavy,afternoon
synnetqos_m_00048434,S042_04843,2025-07-30 14:03:44.121447,1,-110.49,0.0101,1780.0,153.26,2,0.0,28.15,0.0,2.89,0.0,161.23,0.37,156.0,0,0.118,0.0,1.78,0.0,1.0,5G SA,Moderately_Degraded,n78,Browse,Static,Clear,Low,High,Heavy,afternoon
synnetqos_m_00048435,S042_04843,2025-07-30 14:04:44.121447,0,-93.24,0.01,1804.72,135.87,4,250.88,368.72,237.98,9.8,9.41,72.86,0.11,69.6,1,0.082,146.2,1.805,0.6454220004339335,0.3545779995660665,5G SA,Moderately_Degraded,n78,Streaming,Walking,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00048436,S042_04843,2025-07-30 14:05:44.121447,0,-110.59,0.01,1804.72,153.24,2,28.72,64.53,26.34,2.96,2.96,101.34,0.12,102.3,0,0.12,23.61,1.805,0.4081822408182241,0.5918177591817759,5G SA,Moderately_Degraded,n78,Gaming,Static,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00048437,S042_04843,2025-07-30 14:06:44.121447,1,-109.86,0.01,1804.72,150.74,2,0.0,1170.29,0.0,4.59,0.0,166.82,0.18,165.4,0,0.129,0.0,1.805,0.0,1.0,5G SA,Moderately_Degraded,n78,Streaming,Static,Clear,Low,High,Heavy,afternoon
synnetqos_m_00048438,S042_04843,2025-07-30 14:07:44.121447,1,-108.94,0.01,1804.72,150.51,2,22.55,487.19,21.98,20.96,7.89,101.83,0.14,104.1,0,0.064,10.48,1.805,0.04511586855231019,0.9548841314476898,5G SA,Moderately_Degraded,n78,Streaming,Static,Clear,Low,Medium,Moderate,afternoon
synnetqos_m_00048439,S042_04843,2025-07-30 14:08:44.121447,1,-118.01,0.01,1804.72,156.62,2,14.44,106.33,13.33,3.32,3.2,191.92,0.45,198.0,0,0.132,13.24,1.805,0.12536443148688048,0.8746355685131195,5G SA,Moderately_Degraded,n78,Browse,Static,Clear,Low,High,Heavy,afternoon
synnetqos_m_00048440,S042_04843,2025-07-30 14:09:44.121447,1,-116.58,0.01,1804.72,153.92,2,0.0,12.99,0.0,0.74,0.0,188.64,0.43,181.8,0,0.079,0.0,1.805,0.0,1.0,5G SA,Moderately_Degraded,n78,Browse,Static,Clear,Low,High,Moderate,afternoon
synnetqos_m_00048441,S042_04844,2025-08-20 05:42:16.743215,1,-122.15,0.0853,216.72,128.47,38,1.23,97.31,1.13,1.24,0.16,269.85,0.71,271.3,0,0.101,0.86,0.217,0.011612372829102866,0.9883876271708971,4G,Nominal,LTE_Anchor,Browse,Walking,Foggy,High,Medium,Moderate,night
synnetqos_m_00048442,S042_04844,2025-08-20 05:43:16.743215,1,-115.67,0.0941,198.98,122.47,38,0.74,6.44,0.72,0.87,0.11,179.44,0.23,175.6,1,0.108,0.58,0.199,0.11180124223602483,0.8881987577639752,4G,Nominal,LTE_Anchor,Call,Walking,Foggy,High,Low,Light,night
synnetqos_m_00048443,S042_04844,2025-08-20 05:44:16.743215,1,-95.74,0.0776,235.93,99.7,38,8.9,26.32,8.39,0.57,0.55,254.9,0.65,254.4,0,0.061,3.84,0.236,0.31876899696048633,0.6812310030395137,4G,Nominal,LTE_Anchor,Browse,Walking,Foggy,High,High,Heavy,night
synnetqos_m_00048444,S042_04844,2025-08-20 05:45:16.743215,1,-112.61,0.07,259.81,117.58,38,4.06,87.6,3.72,40.34,0.61,185.78,0.31,193.2,2,0.139,3.88,0.26,0.04246575342465754,0.9575342465753425,4G,Nominal,LTE_Anchor,Streaming,Walking,Foggy,High,Low,Light,night
synnetqos_m_00048445,S042_04844,2025-08-20 05:46:16.743215,1,-127.48,0.0561,321.47,134.94,38,0.0,149.13,0.0,2.2,0.0,418.09,1.23,416.7,4,0.125,0.0,0.321,0.0,1.0,4G,Nominal,LTE_Anchor,Streaming,Walking,Foggy,High,High,Heavy,night
synnetqos_m_00048446,S042_04844,2025-08-20 05:47:16.743215,0,-104.49,0.0569,316.86,112.35,38,13.07,34.58,13.07,0.21,0.19,149.16,0.22,150.1,1,0.077,7.58,0.317,0.3779641411220359,0.6220358588779641,4G,Nominal,LTE_Anchor,Browse,Walking,Foggy,High,Low,Light,night
synnetqos_m_00048447,S042_04844,2025-08-20 05:48:16.743215,1,-116.9,0.0475,379.42,123.51,38,0.65,7.54,0.63,0.22,0.1,255.42,0.86,259.9,0,0.12,0.57,0.379,0.08355437665782493,0.916445623342175,4G,Nominal,LTE_Anchor,Call,Walking,Foggy,High,Medium,Light,night
synnetqos_m_00048448,S042_04844,2025-08-20 05:49:16.743215,1,-124.57,0.0395,455.25,128.65,38,0.17,47.63,0.16,13.31,0.03,201.18,0.32,202.6,6,0.116,0.14,0.455,0.003359227377703128,0.9966407726222969,4G,Nominal,LTE_Anchor,Gaming,Walking,Foggy,High,Low,Light,night
synnetqos_m_00048449,S042_04844,2025-08-20 05:50:16.743215,1,-113.36,0.0458,393.08,120.15,38,1.42,140.83,1.42,29.36,0.21,181.14,0.41,178.9,0,0.104,1.11,0.393,0.010083078889441169,0.9899169211105588,4G,Nominal,LTE_Anchor,Streaming,Walking,Foggy,High,Low,Light,night
synnetqos_m_00048450,S042_04844,2025-08-20 05:51:16.743215,1,-113.19,0.0514,350.27,116.18,38,0.94,6.77,0.94,0.63,0.14,183.27,0.31,178.7,0,0.075,0.53,0.35,0.13884785819793205,0.861152141802068,4G,Nominal,LTE_Anchor,Call,Walking,Foggy,High,Low,Light,night
synnetqos_m_00048451,S042_04845,2025-08-05 05:19:45.391498,1,-110.94,0.0624,290.0,127.25,28,5.06,114.34,5.06,7.55,1.26,151.1,0.2,151.5,0,0.144,5.46,0.29,0.04425397935980409,0.9557460206401959,5G NSA,Nominal,n78,Gaming,Static,Clear,High,Medium,Moderate,night
synnetqos_m_00048452,S042_04845,2025-08-05 05:20:45.391498,0,-94.43,0.0624,290.0,110.73,28,230.86,200.51,181.19,49.46,51.68,93.5,0.16,98.0,0,0.099,134.96,0.29,0.9036457034561868,0.09635429654381322,5G NSA,Nominal,n78,Streaming,Static,Clear,High,Medium,Moderate,night
synnetqos_m_00048453,S042_04845,2025-08-05 05:21:45.391498,0,-98.91,0.0624,290.0,115.53,28,225.56,19.15,18.08,1.32,1.36,82.11,0.11,84.9,0,0.119,16.1,0.29,0.9441253263707572,0.05587467362924281,5G NSA,Nominal,n78,Call,Static,Clear,High,Low,Light,night
synnetqos_m_00048454,S042_04845,2025-08-05 05:22:45.391498,1,-108.69,0.047,383.35,124.73,30,15.35,159.46,14.67,1.65,1.49,153.3,0.44,153.6,1,0.132,14.54,0.383,0.0919979932271416,0.9080020067728584,5G NSA,Nominal,n78,Gaming,Walking,Clear,High,Medium,Moderate,night
synnetqos_m_00048455,S042_04845,2025-08-05 05:23:45.391498,0,-114.29,0.0398,452.41,129.42,30,8.86,15.65,8.33,0.29,0.3,133.24,0.21,132.7,0,0.113,7.09,0.452,0.5322683706070287,0.4677316293929713,5G NSA,Nominal,n78,Call,Walking,Clear,High,Low,Light,night
synnetqos_m_00048456,S042_04845,2025-08-05 05:24:45.391498,1,-119.47,0.0389,463.34,131.01,30,0.09,1197.6,0.09,16.17,0.02,190.36,0.38,197.1,0,0.11,0.07,0.463,7.51503006012024e-05,0.9999248496993988,5G NSA,Nominal,n78,Streaming,Walking,Clear,High,Medium,Light,night
synnetqos_m_00048457,S042_04845,2025-08-05 05:25:45.391498,1,-112.02,0.044,409.12,127.91,30,15.2,76.06,15.2,0.64,0.64,265.1,0.67,266.2,0,0.105,11.98,0.409,0.19984222981856428,0.8001577701814357,5G NSA,Nominal,n78,Browse,Walking,Clear,High,High,Heavy,night
synnetqos_m_00048458,S042_04845,2025-08-05 05:26:45.391498,1,-103.88,0.0446,403.72,120.6,30,95.34,381.9,86.48,38.74,23.84,103.76,0.11,103.9,2,0.11,71.17,0.404,0.22644671379942397,0.7735532862005761,5G NSA,Nominal,n78,Streaming,Walking,Clear,High,Low,Light,night
synnetqos_m_00048459,S042_04845,2025-08-05 05:27:45.391498,0,-106.39,0.0446,403.72,124.99,28,61.96,91.16,60.52,0.31,0.3,104.05,0.12,99.2,0,0.086,38.92,0.404,0.6638876700307152,0.33611232996928475,5G NSA,Nominal,n78,Browse,Static,Clear,High,Low,Light,night
synnetqos_m_00048460,S042_04845,2025-08-05 05:28:45.391498,0,-107.49,0.0446,403.72,124.95,28,49.17,28.81,28.65,2.27,2.36,104.86,0.08,104.8,0,0.114,24.4,0.404,0.9944463727872267,0.005553627212773304,5G NSA,Nominal,n78,Gaming,Static,Clear,High,Low,Light,night
synnetqos_m_00048461,S042_04846,2025-08-11 03:58:25.275893,0,-92.09,0.0702,258.98,124.43,10,353.01,2.24,2.15,0.57,0.53,65.22,0.23,77.9,0,0.134,2.16,0.259,0.9598214285714285,0.04017857142857151,5G SA,Nominal,n41,Call,Walking,Clear,Medium,Medium,Moderate,night
synnetqos_m_00048462,S042_04846,2025-08-11 03:59:25.275893,0,-91.57,0.0641,282.27,125.82,10,372.44,15.17,14.78,0.78,0.73,59.43,0.13,62.7,0,0.128,14.15,0.282,0.974291364535267,0.02570863546473301,5G SA,Nominal,n41,Call,Walking,Clear,Medium,Medium,Light,night
synnetqos_m_00048463,S042_04846,2025-08-11 04:00:25.275893,0,-87.73,0.0499,361.3,119.63,10,759.73,59.45,55.04,0.14,0.14,44.98,0.1,42.7,1,0.111,45.64,0.361,0.9258200168208578,0.0741799831791422,5G SA,Nominal,n41,Browse,Walking,Clear,Medium,Low,Light,night
synnetqos_m_00048464,S042_04846,2025-08-11 04:01:25.275893,0,-84.79,0.0442,407.49,121.77,10,821.64,89.68,88.13,1.25,1.26,42.47,0.07,46.1,1,0.078,51.76,0.407,0.9827163247100802,0.01728367528991981,5G SA,Nominal,n41,Browse,Walking,Clear,Medium,Low,Light,night
synnetqos_m_00048465,S042_04846,2025-08-11 04:02:25.275893,0,-74.44,0.0442,407.49,113.13,8,251.69,55.28,51.63,4.22,4.13,38.69,0.07,37.5,0,0.049,19.03,0.407,0.933972503617945,0.06602749638205496,5G SA,Nominal,n41,Gaming,Static,Clear,Medium,High,Heavy,night
synnetqos_m_00048466,S042_04846,2025-08-11 04:03:25.275893,0,-89.35,0.0442,407.49,124.01,8,462.4,7.45,7.27,0.16,0.15,48.96,0.05,53.4,0,0.135,7.35,0.407,0.9758389261744965,0.024161073825503476,5G SA,Nominal,n41,Call,Static,Clear,Medium,Medium,Light,night
synnetqos_m_00048467,S042_04846,2025-08-11 04:04:25.275893,0,-80.73,0.0442,407.49,121.45,8,593.42,8.95,9.01,0.15,0.15,34.76,0.06,40.7,0,0.145,9.79,0.407,1.0067039106145252,0.0,5G SA,Nominal,n41,Call,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00048468,S042_04846,2025-08-11 04:05:25.275893,1,-102.18,0.0442,407.49,137.25,8,45.64,1500.0,45.37,20.0,14.73,136.94,0.25,138.4,0,0.096,32.75,0.407,0.030246666666666665,0.9697533333333334,5G SA,Nominal,n41,Streaming,Static,Clear,Medium,High,Heavy,night
synnetqos_m_00048469,S042_04846,2025-08-11 04:06:25.275893,1,-84.85,0.0442,407.49,119.26,8,536.37,8.54,8.32,0.17,0.16,46.82,0.07,52.3,0,0.097,6.08,0.407,0.9742388758782202,0.025761124121779777,5G SA,Nominal,n41,Call,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00048470,S042_04846,2025-08-11 04:07:25.275893,0,-70.21,0.0442,407.49,105.35,8,604.28,315.75,296.96,19.65,17.96,17.44,0.02,21.5,0,0.116,258.47,0.407,0.9404908946951701,0.05950910530482989,5G SA,Nominal,n41,Streaming,Static,Clear,Medium,Medium,Moderate,night
synnetqos_m_00048471,S042_04847,2025-08-01 08:47:57.359097,1,-117.65,0.0175,1030.0,154.23,8,5.02,273.05,5.02,21.44,1.13,266.88,0.71,262.9,0,0.07,2.64,1.03,0.018384911188427024,0.981615088811573,5G NSA,Nominal,n78,Streaming,Static,Clear,Medium,High,Light,morning
synnetqos_m_00048472,S042_04847,2025-08-01 08:48:57.359097,1,-113.93,0.0175,1030.0,152.29,8,0.12,586.42,0.12,176.44,0.03,164.09,0.35,166.1,0,0.094,0.08,1.03,0.0002046314927867399,0.9997953685072133,5G NSA,Nominal,n78,Streaming,Static,Clear,Medium,Medium,Moderate,morning
synnetqos_m_00048473,S042_04847,2025-08-01 08:49:57.359097,1,-111.74,0.0175,1030.0,148.29,8,3.23,653.83,3.23,150.03,0.78,232.67,0.52,225.4,0,0.105,2.53,1.03,0.004940122050074178,0.9950598779499258,5G NSA,Nominal,n78,Streaming,Static,Clear,Medium,High,Heavy,morning
synnetqos_m_00048474,S042_04847,2025-08-01 08:50:57.359097,1,-109.59,0.0175,1030.0,141.44,8,4.01,118.4,3.74,24.17,0.94,222.49,0.54,219.9,0,0.075,2.1,1.03,0.03158783783783784,0.9684121621621622,5G NSA,Nominal,n78,Gaming,Static,Clear,Medium,High,Light,morning
synnetqos_m_00048475,S042_04847,2025-08-01 08:51:57.359097,1,-109.76,0.0175,1030.0,145.68,8,17.49,122.32,17.25,6.9,4.37,153.22,0.15,150.6,0,0.106,13.71,1.03,0.14102354480052323,0.8589764551994767,5G NSA,Nominal,n78,Gaming,Static,Clear,Medium,Medium,Light,morning
synnetqos_m_00048476,S042_04847,2025-08-01 08:52:57.359097,1,-73.78,0.0175,1030.0,112.79,8,144.83,888.25,144.83,52.43,36.21,57.73,0.12,59.6,0,0.115,124.82,1.03,0.16305094286518437,0.8369490571348156,5G NSA,Nominal,n78,Streaming,Static,Clear,Medium,High,Light,morning
synnetqos_m_00048477,S042_04847,2025-08-01 08:53:57.359097,1,-113.19,0.0175,1030.0,150.21,8,0.0,133.87,0.0,1.54,0.0,239.2,0.38,239.3,0,0.1,0.0,1.03,0.0,1.0,5G NSA,Nominal,n78,Gaming,Static,Clear,Medium,High,Heavy,morning
synnetqos_m_00048478,S042_04847,2025-08-01 08:54:57.359097,1,-101.95,0.0175,1030.0,136.93,8,29.44,99.28,27.89,0.2,0.18,189.26,0.49,183.6,0,0.06,12.5,1.03,0.2809226430298147,0.7190773569701854,5G NSA,Nominal,n78,Browse,Static,Clear,Medium,High,Light,morning
synnetqos_m_00048479,S042_04847,2025-08-01 08:55:57.359097,1,-102.82,0.0175,1030.0,139.91,8,15.11,8.49,8.47,0.13,0.13,191.38,0.33,191.3,0,0.128,8.12,1.03,0.9976442873969377,0.002355712603062332,5G NSA,Nominal,n78,Call,Static,Clear,Medium,High,Moderate,morning
synnetqos_m_00048480,S042_04847,2025-08-01 08:56:57.359097,1,-99.1,0.019,948.96,137.05,10,147.53,383.74,132.98,51.47,36.58,93.66,0.15,89.7,5,0.088,87.66,0.949,0.3465367175691874,0.6534632824308126,5G NSA,Nominal,n78,Streaming,Walking,Clear,Medium,Low,Light,morning
synnetqos_m_00048481,S042_04848,2025-07-28 12:22:36.690509,1,-94.05,0.0546,330.0,128.91,8,31.65,112.64,31.65,2.23,2.01,138.76,0.15,141.1,0,0.108,25.64,0.33,0.28098366477272724,0.7190163352272727,4G,Nominal,LTE_Anchor,Gaming,Static,Clear,Medium,Medium,Moderate,afternoon
