algorithm,support,itemsets,item_count,itemset_text
fp_growth,0.0695,band=n78;jitter_ms=jitter_moderate;network_type=5G_NSA,3,band=n78;jitter_ms=jitter_moderate;network_type=5G_NSA
fp_growth,0.06946,jitter_ms=jitter_moderate;movement_speed=Walking;tower_load=Moderate,3,jitter_ms=jitter_moderate;movement_speed=Walking;tower_load=Moderate
fp_growth,0.06944,network_type=5G_NSA;service_degraded=1;signal_strength_dbm=signal_very_weak,3,network_type=5G_NSA;service_degraded=1;signal_strength_dbm=signal_very_weak
fp_growth,0.06942,congestion_level=Medium;movement_speed=Walking;network_type=5G_SA,3,congestion_level=Medium;movement_speed=Walking;network_type=5G_SA
fp_growth,0.06942,obstruction_level=Medium;time_of_day=night;weather=Clear,3,obstruction_level=Medium;time_of_day=night;weather=Clear
fp_growth,0.0694,jitter_ms=jitter_moderate;offered_downlink_mbps=offered_moderate;weather=Clear,3,jitter_ms=jitter_moderate;offered_downlink_mbps=offered_moderate;weather=Clear
fp_growth,0.0694,congestion_level=High;tower_load=Moderate,2,congestion_level=High;tower_load=Moderate
fp_growth,0.06936,jitter_ms=jitter_low;obstruction_level=Medium;time_of_day=night,3,jitter_ms=jitter_low;obstruction_level=Medium;time_of_day=night
fp_growth,0.06924,band=n28;service_degraded=0;signal_strength_dbm=signal_strong,3,band=n28;service_degraded=0;signal_strength_dbm=signal_strong
fp_growth,0.0692,band=n78;movement_speed=Walking;network_type=5G_SA,3,band=n78;movement_speed=Walking;network_type=5G_SA
fp_growth,0.06918,latency_ms=latency_high;movement_speed=Walking;signal_strength_dbm=signal_weak,3,latency_ms=latency_high;movement_speed=Walking;signal_strength_dbm=signal_weak
fp_growth,0.06918,movement_speed=Walking;network_type=5G_SA;obstruction_level=Low,3,movement_speed=Walking;network_type=5G_SA;obstruction_level=Low
fp_growth,0.06914,congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;tower_load=Moderate,3,congestion_level=Medium;downlink_shortfall_fraction=shortfall_extreme;tower_load=Moderate
fp_growth,0.0691,congestion_level=High;infrastructure_profile=Nominal;signal_strength_dbm=signal_strong,3,congestion_level=High;infrastructure_profile=Nominal;signal_strength_dbm=signal_strong
fp_growth,0.06908,congestion_level=High;movement_speed=Walking;obstruction_level=Medium,3,congestion_level=High;movement_speed=Walking;obstruction_level=Medium
fp_growth,0.06906,downlink_shortfall_fraction=shortfall_extreme;movement_speed=Walking;offered_downlink_mbps=offered_very_high,3,downlink_shortfall_fraction=shortfall_extreme;movement_speed=Walking;offered_downlink_mbps=offered_very_high
fp_growth,0.06904,app_type=Browse;latency_ms=latency_moderate;tower_load=Light,3,app_type=Browse;latency_ms=latency_moderate;tower_load=Light
fp_growth,0.06904,congestion_level=Medium;jitter_ms=jitter_low;latency_ms=latency_low,3,congestion_level=Medium;jitter_ms=jitter_low;latency_ms=latency_low
fp_growth,0.06904,infrastructure_profile=Nominal;latency_ms=latency_high;tower_load=Heavy,3,infrastructure_profile=Nominal;latency_ms=latency_high;tower_load=Heavy
fp_growth,0.06904,network_type=5G_NSA;offered_downlink_mbps=offered_high;service_degraded=0,3,network_type=5G_NSA;offered_downlink_mbps=offered_high;service_degraded=0
fp_growth,0.06904,congestion_level=Medium;latency_ms=latency_low,2,congestion_level=Medium;latency_ms=latency_low
fp_growth,0.06898,congestion_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1,3,congestion_level=Medium;offered_downlink_mbps=offered_very_high;service_degraded=1
fp_growth,0.06898,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;offered_downlink_mbps=offered_very_high,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;offered_downlink_mbps=offered_very_high
fp_growth,0.06896,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_moderate;weather=Clear,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_moderate;weather=Clear
fp_growth,0.06894,infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;movement_speed=Static,3,infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;movement_speed=Static
fp_growth,0.06894,infrastructure_profile=Nominal;network_type=5G_NSA;time_of_day=night,3,infrastructure_profile=Nominal;network_type=5G_NSA;time_of_day=night
fp_growth,0.06894,infrastructure_profile=Nominal;offered_downlink_mbps=offered_high;signal_strength_dbm=signal_moderate,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_high;signal_strength_dbm=signal_moderate
fp_growth,0.06894,obstruction_level=Low;offered_downlink_mbps=offered_high;tower_load=Light,3,obstruction_level=Low;offered_downlink_mbps=offered_high;tower_load=Light
fp_growth,0.06888,downlink_shortfall_fraction=shortfall_extreme;movement_speed=Static;offered_downlink_mbps=offered_very_high,3,downlink_shortfall_fraction=shortfall_extreme;movement_speed=Static;offered_downlink_mbps=offered_very_high
fp_growth,0.06884,app_type=Browse;jitter_ms=jitter_moderate;weather=Clear,3,app_type=Browse;jitter_ms=jitter_moderate;weather=Clear
fp_growth,0.06884,infrastructure_profile=Nominal;network_type=5G_NSA;offered_downlink_mbps=offered_moderate,3,infrastructure_profile=Nominal;network_type=5G_NSA;offered_downlink_mbps=offered_moderate
fp_growth,0.06878,app_type=Browse;downlink_shortfall_fraction=shortfall_low;tower_load=Light,3,app_type=Browse;downlink_shortfall_fraction=shortfall_low;tower_load=Light
fp_growth,0.06878,app_type=Streaming;obstruction_level=Low;offered_downlink_mbps=offered_very_high,3,app_type=Streaming;obstruction_level=Low;offered_downlink_mbps=offered_very_high
fp_growth,0.06878,movement_speed=Walking;network_type=5G_SA;service_degraded=1,3,movement_speed=Walking;network_type=5G_SA;service_degraded=1
fp_growth,0.06876,network_type=5G_NSA;time_of_day=morning;weather=Clear,3,network_type=5G_NSA;time_of_day=morning;weather=Clear
fp_growth,0.06876,congestion_level=High;offered_downlink_mbps=offered_low,2,congestion_level=High;offered_downlink_mbps=offered_low
fp_growth,0.06874,band=LTE_Anchor;jitter_ms=jitter_low;latency_ms=latency_moderate,3,band=LTE_Anchor;jitter_ms=jitter_low;latency_ms=latency_moderate
fp_growth,0.06874,jitter_ms=jitter_low;latency_ms=latency_moderate;network_type=4G,3,jitter_ms=jitter_low;latency_ms=latency_moderate;network_type=4G
fp_growth,0.06872,jitter_ms=jitter_low;signal_strength_dbm=signal_strong;tower_load=Moderate,3,jitter_ms=jitter_low;signal_strength_dbm=signal_strong;tower_load=Moderate
fp_growth,0.06868,band=LTE_Anchor;jitter_ms=jitter_moderate;movement_speed=Walking,3,band=LTE_Anchor;jitter_ms=jitter_moderate;movement_speed=Walking
fp_growth,0.06868,congestion_level=High;infrastructure_profile=Nominal;time_of_day=afternoon,3,congestion_level=High;infrastructure_profile=Nominal;time_of_day=afternoon
fp_growth,0.06868,jitter_ms=jitter_moderate;movement_speed=Walking;network_type=4G,3,jitter_ms=jitter_moderate;movement_speed=Walking;network_type=4G
fp_growth,0.06866,band=n78;jitter_ms=jitter_moderate;latency_ms=latency_high,3,band=n78;jitter_ms=jitter_moderate;latency_ms=latency_high
fp_growth,0.0686,downlink_shortfall_fraction=shortfall_low;obstruction_level=Low;offered_downlink_mbps=offered_high,3,downlink_shortfall_fraction=shortfall_low;obstruction_level=Low;offered_downlink_mbps=offered_high
fp_growth,0.06858,infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;tower_load=Light,3,infrastructure_profile=Moderately_Degraded;jitter_ms=jitter_low;tower_load=Light
fp_growth,0.06858,jitter_ms=jitter_moderate;service_degraded=1;weather=Rainy,3,jitter_ms=jitter_moderate;service_degraded=1;weather=Rainy
fp_growth,0.06854,service_degraded=0;time_of_day=afternoon;tower_load=Light,3,service_degraded=0;time_of_day=afternoon;tower_load=Light
fp_growth,0.06852,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;offered_downlink_mbps=offered_very_high,3,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;offered_downlink_mbps=offered_very_high
fp_growth,0.06852,congestion_level=High;latency_ms=latency_high;obstruction_level=Low,3,congestion_level=High;latency_ms=latency_high;obstruction_level=Low
fp_growth,0.06852,obstruction_level=Low;signal_strength_dbm=signal_strong;tower_load=Light,3,obstruction_level=Low;signal_strength_dbm=signal_strong;tower_load=Light
fp_growth,0.0685,app_type=Gaming;jitter_ms=jitter_moderate;weather=Clear,3,app_type=Gaming;jitter_ms=jitter_moderate;weather=Clear
fp_growth,0.0685,app_type=Streaming;latency_ms=latency_moderate;movement_speed=Static,3,app_type=Streaming;latency_ms=latency_moderate;movement_speed=Static
fp_growth,0.06848,congestion_level=High;downlink_shortfall_fraction=shortfall_low;obstruction_level=Low,3,congestion_level=High;downlink_shortfall_fraction=shortfall_low;obstruction_level=Low
fp_growth,0.06842,app_type=Gaming;downlink_shortfall_fraction=shortfall_low;weather=Clear,3,app_type=Gaming;downlink_shortfall_fraction=shortfall_low;weather=Clear
fp_growth,0.06842,downlink_shortfall_fraction=shortfall_extreme;obstruction_level=Medium;signal_strength_dbm=signal_weak,3,downlink_shortfall_fraction=shortfall_extreme;obstruction_level=Medium;signal_strength_dbm=signal_weak
fp_growth,0.0684,downlink_shortfall_fraction=shortfall_low;obstruction_level=Low;offered_downlink_mbps=offered_low,3,downlink_shortfall_fraction=shortfall_low;obstruction_level=Low;offered_downlink_mbps=offered_low
fp_growth,0.06834,jitter_ms=jitter_moderate;latency_ms=latency_high;offered_downlink_mbps=offered_moderate,3,jitter_ms=jitter_moderate;latency_ms=latency_high;offered_downlink_mbps=offered_moderate
fp_growth,0.06832,congestion_level=Low;movement_speed=Static;service_degraded=0,3,congestion_level=Low;movement_speed=Static;service_degraded=0
fp_growth,0.06824,latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA,3,latency_ms=latency_high;movement_speed=Walking;network_type=5G_NSA
fp_growth,0.06822,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;obstruction_level=Medium,3,congestion_level=High;downlink_shortfall_fraction=shortfall_extreme;obstruction_level=Medium
fp_growth,0.06822,latency_ms=latency_high;service_degraded=1;signal_strength_dbm=signal_moderate,3,latency_ms=latency_high;service_degraded=1;signal_strength_dbm=signal_moderate
fp_growth,0.06822,latency_ms=latency_high;signal_strength_dbm=signal_moderate,2,latency_ms=latency_high;signal_strength_dbm=signal_moderate
fp_growth,0.0682,movement_speed=Static;obstruction_level=Medium;signal_strength_dbm=signal_moderate,3,movement_speed=Static;obstruction_level=Medium;signal_strength_dbm=signal_moderate
fp_growth,0.06818,infrastructure_profile=Nominal;offered_downlink_mbps=offered_low;tower_load=Light,3,infrastructure_profile=Nominal;offered_downlink_mbps=offered_low;tower_load=Light
fp_growth,0.06816,band=LTE_Anchor;congestion_level=Medium;service_degraded=1,3,band=LTE_Anchor;congestion_level=Medium;service_degraded=1
fp_growth,0.06816,congestion_level=Medium;network_type=4G;service_degraded=1,3,congestion_level=Medium;network_type=4G;service_degraded=1
fp_growth,0.06816,network_type=5G_SA;signal_strength_dbm=signal_strong;weather=Clear,3,network_type=5G_SA;signal_strength_dbm=signal_strong;weather=Clear
fp_growth,0.06812,band=n78;obstruction_level=Medium;service_degraded=0,3,band=n78;obstruction_level=Medium;service_degraded=0
fp_growth,0.06812,jitter_ms=jitter_moderate;movement_speed=Static;obstruction_level=Medium,3,jitter_ms=jitter_moderate;movement_speed=Static;obstruction_level=Medium
fp_growth,0.0681,app_type=Browse;network_type=5G_NSA;weather=Clear,3,app_type=Browse;network_type=5G_NSA;weather=Clear
fp_growth,0.06806,congestion_level=High;downlink_shortfall_fraction=shortfall_low;tower_load=Heavy,3,congestion_level=High;downlink_shortfall_fraction=shortfall_low;tower_load=Heavy
fp_growth,0.06806,downlink_shortfall_fraction=shortfall_low;tower_load=Heavy,2,downlink_shortfall_fraction=shortfall_low;tower_load=Heavy
fp_growth,0.06804,app_type=Streaming;jitter_ms=jitter_low;obstruction_level=Low,3,app_type=Streaming;jitter_ms=jitter_low;obstruction_level=Low
fp_growth,0.06804,band=LTE_Anchor;service_degraded=1;signal_strength_dbm=signal_weak,3,band=LTE_Anchor;service_degraded=1;signal_strength_dbm=signal_weak
fp_growth,0.06804,network_type=4G;service_degraded=1;signal_strength_dbm=signal_weak,3,network_type=4G;service_degraded=1;signal_strength_dbm=signal_weak
fp_growth,0.06802,congestion_level=Low;jitter_ms=jitter_low;obstruction_level=Medium,3,congestion_level=Low;jitter_ms=jitter_low;obstruction_level=Medium
fp_growth,0.068,congestion_level=Medium;movement_speed=Static;offered_downlink_mbps=offered_high,3,congestion_level=Medium;movement_speed=Static;offered_downlink_mbps=offered_high
fp_growth,0.06798,latency_ms=latency_moderate;movement_speed=Walking;offered_downlink_mbps=offered_high,3,latency_ms=latency_moderate;movement_speed=Walking;offered_downlink_mbps=offered_high
fp_growth,0.06796,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;obstruction_level=High,3,infrastructure_profile=Nominal;jitter_ms=jitter_moderate;obstruction_level=High
fp_growth,0.06794,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;tower_load=Heavy,3,downlink_shortfall_fraction=shortfall_extreme;jitter_ms=jitter_moderate;tower_load=Heavy
fp_growth,0.06788,band=LTE_Anchor;latency_ms=latency_moderate;service_degraded=0,3,band=LTE_Anchor;latency_ms=latency_moderate;service_degraded=0
fp_growth,0.06788,latency_ms=latency_moderate;network_type=4G;service_degraded=0,3,latency_ms=latency_moderate;network_type=4G;service_degraded=0
fp_growth,0.0678,band=n78;network_type=5G_NSA;obstruction_level=Low,3,band=n78;network_type=5G_NSA;obstruction_level=Low
fp_growth,0.06778,congestion_level=Medium;obstruction_level=High,2,congestion_level=Medium;obstruction_level=High
fp_growth,0.06776,app_type=Call;congestion_level=High;downlink_shortfall_fraction=shortfall_low,3,app_type=Call;congestion_level=High;downlink_shortfall_fraction=shortfall_low
fp_growth,0.06776,downlink_shortfall_fraction=shortfall_low;latency_ms=latency_moderate;time_of_day=afternoon,3,downlink_shortfall_fraction=shortfall_low;latency_ms=latency_moderate;time_of_day=afternoon
fp_growth,0.06776,movement_speed=Walking;service_degraded=1;time_of_day=morning,3,movement_speed=Walking;service_degraded=1;time_of_day=morning
fp_growth,0.06774,infrastructure_profile=Nominal;service_degraded=0;weather=Rainy,3,infrastructure_profile=Nominal;service_degraded=0;weather=Rainy
fp_growth,0.06774,service_degraded=0;signal_strength_dbm=signal_strong;tower_load=Moderate,3,service_degraded=0;signal_strength_dbm=signal_strong;tower_load=Moderate
fp_growth,0.06772,app_type=Gaming;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal,3,app_type=Gaming;downlink_shortfall_fraction=shortfall_low;infrastructure_profile=Nominal
fp_growth,0.06764,band=n78;congestion_level=Medium;network_type=5G_NSA,3,band=n78;congestion_level=Medium;network_type=5G_NSA
fp_growth,0.06764,congestion_level=High;service_degraded=1;signal_strength_dbm=signal_moderate,3,congestion_level=High;service_degraded=1;signal_strength_dbm=signal_moderate
fp_growth,0.06762,band=LTE_Anchor;congestion_level=High;weather=Clear,3,band=LTE_Anchor;congestion_level=High;weather=Clear
fp_growth,0.06762,band=n78;signal_strength_dbm=signal_moderate;weather=Clear,3,band=n78;signal_strength_dbm=signal_moderate;weather=Clear
fp_growth,0.06762,congestion_level=High;network_type=4G;weather=Clear,3,congestion_level=High;network_type=4G;weather=Clear
fp_growth,0.0676,app_type=Browse;downlink_shortfall_fraction=shortfall_low;movement_speed=Static,3,app_type=Browse;downlink_shortfall_fraction=shortfall_low;movement_speed=Static
fp_growth,0.0676,movement_speed=Static;obstruction_level=Medium;offered_downlink_mbps=offered_high,3,movement_speed=Static;obstruction_level=Medium;offered_downlink_mbps=offered_high
fp_growth,0.06758,latency_ms=latency_moderate;network_type=5G_SA;offered_downlink_mbps=offered_high,3,latency_ms=latency_moderate;network_type=5G_SA;offered_downlink_mbps=offered_high
fp_growth,0.06756,infrastructure_profile=Nominal;latency_ms=latency_high;time_of_day=morning,3,infrastructure_profile=Nominal;latency_ms=latency_high;time_of_day=morning
fp_growth,0.06756,jitter_ms=jitter_low;network_type=5G_NSA;signal_strength_dbm=signal_moderate,3,jitter_ms=jitter_low;network_type=5G_NSA;signal_strength_dbm=signal_moderate
fp_growth,0.06752,app_type=Call;congestion_level=High;weather=Clear,3,app_type=Call;congestion_level=High;weather=Clear
fp_growth,0.06752,app_type=Gaming;jitter_ms=jitter_low;obstruction_level=Low,3,app_type=Gaming;jitter_ms=jitter_low;obstruction_level=Low
fp_growth,0.06748,app_type=Gaming;latency_ms=latency_moderate;movement_speed=Static,3,app_type=Gaming;latency_ms=latency_moderate;movement_speed=Static
fp_growth,0.06748,congestion_level=High;network_type=5G_NSA;obstruction_level=Low,3,congestion_level=High;network_type=5G_NSA;obstruction_level=Low
fp_growth,0.06748,downlink_shortfall_fraction=shortfall_extreme;signal_strength_dbm=signal_weak;tower_load=Light,3,downlink_shortfall_fraction=shortfall_extreme;signal_strength_dbm=signal_weak;tower_load=Light
fp_growth,0.06748,downlink_shortfall_fraction=shortfall_low;latency_ms=latency_moderate;time_of_day=morning,3,downlink_shortfall_fraction=shortfall_low;latency_ms=latency_moderate;time_of_day=morning
fp_growth,0.06746,band=n78;signal_strength_dbm=signal_strong,2,band=n78;signal_strength_dbm=signal_strong
fp_growth,0.06742,band=n78;infrastructure_profile=Nominal;signal_strength_dbm=signal_moderate,3,band=n78;infrastructure_profile=Nominal;signal_strength_dbm=signal_moderate
fp_growth,0.06742,downlink_shortfall_fraction=shortfall_low;movement_speed=Static;time_of_day=night,3,downlink_shortfall_fraction=shortfall_low;movement_speed=Static;time_of_day=night
fp_growth,0.0674,latency_ms=latency_moderate;movement_speed=Static;time_of_day=afternoon,3,latency_ms=latency_moderate;movement_speed=Static;time_of_day=afternoon
fp_growth,0.06738,app_type=Streaming;jitter_ms=jitter_moderate;weather=Clear,3,app_type=Streaming;jitter_ms=jitter_moderate;weather=Clear
fp_growth,0.06738,app_type=Streaming;service_degraded=1;signal_strength_dbm=signal_weak,3,app_type=Streaming;service_degraded=1;signal_strength_dbm=signal_weak
fp_growth,0.06738,congestion_level=Medium;network_type=5G_NSA;obstruction_level=Medium,3,congestion_level=Medium;network_type=5G_NSA;obstruction_level=Medium
fp_growth,0.06736,app_type=Browse;congestion_level=High;weather=Clear,3,app_type=Browse;congestion_level=High;weather=Clear
fp_growth,0.06736,movement_speed=Static;service_degraded=0;time_of_day=afternoon,3,movement_speed=Static;service_degraded=0;time_of_day=afternoon
fp_growth,0.06736,offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_weak,3,offered_downlink_mbps=offered_high;service_degraded=1;signal_strength_dbm=signal_weak
fp_growth,0.06732,app_type=Browse;downlink_shortfall_fraction=shortfall_low;obstruction_level=Low,3,app_type=Browse;downlink_shortfall_fraction=shortfall_low;obstruction_level=Low
fp_growth,0.06732,app_type=Call;network_type=5G_NSA;weather=Clear,3,app_type=Call;network_type=5G_NSA;weather=Clear
fp_growth,0.06732,latency_ms=latency_high;obstruction_level=Low;weather=Clear,3,latency_ms=latency_high;obstruction_level=Low;weather=Clear
fp_growth,0.06732,network_type=5G_SA;service_degraded=0;tower_load=Moderate,3,network_type=5G_SA;service_degraded=0;tower_load=Moderate
fp_growth,0.0673,latency_ms=latency_moderate;signal_strength_dbm=signal_moderate;tower_load=Moderate,3,latency_ms=latency_moderate;signal_strength_dbm=signal_moderate;tower_load=Moderate
fp_growth,0.06728,latency_ms=latency_moderate;time_of_day=morning;tower_load=Light,3,latency_ms=latency_moderate;time_of_day=morning;tower_load=Light
fp_growth,0.06726,movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium,3,movement_speed=Walking;network_type=5G_NSA;obstruction_level=Medium
fp_growth,0.06724,app_type=Streaming;obstruction_level=Medium;offered_downlink_mbps=offered_very_high,3,app_type=Streaming;obstruction_level=Medium;offered_downlink_mbps=offered_very_high
fp_growth,0.06724,band=n28;jitter_ms=jitter_low;movement_speed=Static,3,band=n28;jitter_ms=jitter_low;movement_speed=Static
fp_growth,0.06722,congestion_level=Medium;network_type=5G_SA;obstruction_level=Low,3,congestion_level=Medium;network_type=5G_SA;obstruction_level=Low
fp_growth,0.06718,app_type=Gaming;congestion_level=High;weather=Clear,3,app_type=Gaming;congestion_level=High;weather=Clear
fp_growth,0.06714,app_type=Gaming;jitter_ms=jitter_moderate;latency_ms=latency_high,3,app_type=Gaming;jitter_ms=jitter_moderate;latency_ms=latency_high
fp_growth,0.06714,infrastructure_profile=Nominal;movement_speed=Walking;tower_load=Heavy,3,infrastructure_profile=Nominal;movement_speed=Walking;tower_load=Heavy
fp_growth,0.0671,app_type=Gaming;infrastructure_profile=Nominal;network_type=5G_SA,3,app_type=Gaming;infrastructure_profile=Nominal;network_type=5G_SA
fp_growth,0.0671,downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;service_degraded=1,3,downlink_shortfall_fraction=shortfall_high;infrastructure_profile=Nominal;service_degraded=1
fp_growth,0.06708,app_type=Call;latency_ms=latency_moderate;tower_load=Light,3,app_type=Call;latency_ms=latency_moderate;tower_load=Light
fp_growth,0.06708,offered_downlink_mbps=offered_high;signal_strength_dbm=signal_moderate;weather=Clear,3,offered_downlink_mbps=offered_high;signal_strength_dbm=signal_moderate;weather=Clear
fp_growth,0.06704,app_type=Browse;infrastructure_profile=Nominal;network_type=5G_SA,3,app_type=Browse;infrastructure_profile=Nominal;network_type=5G_SA
fp_growth,0.06704,app_type=Call;obstruction_level=Medium;offered_downlink_mbps=offered_low,3,app_type=Call;obstruction_level=Medium;offered_downlink_mbps=offered_low
fp_growth,0.06704,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high,3,band=LTE_Anchor;downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high
fp_growth,0.06704,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;network_type=4G,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_high;network_type=4G
fp_growth,0.06702,congestion_level=Medium;latency_ms=latency_low;service_degraded=0,3,congestion_level=Medium;latency_ms=latency_low;service_degraded=0
fp_growth,0.06702,movement_speed=Static;service_degraded=1;tower_load=Moderate,3,movement_speed=Static;service_degraded=1;tower_load=Moderate
fp_growth,0.06696,congestion_level=Medium;jitter_ms=jitter_low;signal_strength_dbm=signal_weak,3,congestion_level=Medium;jitter_ms=jitter_low;signal_strength_dbm=signal_weak
fp_growth,0.06694,app_type=Browse;jitter_ms=jitter_low;obstruction_level=Low,3,app_type=Browse;jitter_ms=jitter_low;obstruction_level=Low
fp_growth,0.06694,congestion_level=High;network_type=5G_SA;service_degraded=0,3,congestion_level=High;network_type=5G_SA;service_degraded=0
fp_growth,0.06692,congestion_level=Low;jitter_ms=jitter_low;network_type=5G_NSA,3,congestion_level=Low;jitter_ms=jitter_low;network_type=5G_NSA
fp_growth,0.06692,jitter_ms=jitter_moderate;network_type=5G_NSA;signal_strength_dbm=signal_weak,3,jitter_ms=jitter_moderate;network_type=5G_NSA;signal_strength_dbm=signal_weak
fp_growth,0.06692,movement_speed=Static;offered_downlink_mbps=offered_very_high;tower_load=Light,3,movement_speed=Static;offered_downlink_mbps=offered_very_high;tower_load=Light
fp_growth,0.0669,congestion_level=Low;movement_speed=Static;weather=Clear,3,congestion_level=Low;movement_speed=Static;weather=Clear
fp_growth,0.0669,downlink_shortfall_fraction=shortfall_extreme;offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak,3,downlink_shortfall_fraction=shortfall_extreme;offered_downlink_mbps=offered_very_high;signal_strength_dbm=signal_weak
fp_growth,0.06688,congestion_level=Medium;latency_ms=latency_low;signal_strength_dbm=signal_strong,3,congestion_level=Medium;latency_ms=latency_low;signal_strength_dbm=signal_strong
fp_growth,0.06686,app_type=Streaming;congestion_level=High;weather=Clear,3,app_type=Streaming;congestion_level=High;weather=Clear
fp_growth,0.06686,app_type=Streaming;infrastructure_profile=Nominal;network_type=5G_SA,3,app_type=Streaming;infrastructure_profile=Nominal;network_type=5G_SA
fp_growth,0.06684,latency_ms=latency_moderate;offered_downlink_mbps=offered_high;signal_strength_dbm=signal_moderate,3,latency_ms=latency_moderate;offered_downlink_mbps=offered_high;signal_strength_dbm=signal_moderate
fp_growth,0.06682,jitter_ms=jitter_low;obstruction_level=Medium;offered_downlink_mbps=offered_very_high,3,jitter_ms=jitter_low;obstruction_level=Medium;offered_downlink_mbps=offered_very_high
fp_growth,0.06678,jitter_ms=jitter_low;movement_speed=Static;weather=Rainy,3,jitter_ms=jitter_low;movement_speed=Static;weather=Rainy
fp_growth,0.06676,app_type=Browse;jitter_ms=jitter_moderate;latency_ms=latency_high,3,app_type=Browse;jitter_ms=jitter_moderate;latency_ms=latency_high
fp_growth,0.06674,latency_ms=latency_moderate;movement_speed=Walking;tower_load=Moderate,3,latency_ms=latency_moderate;movement_speed=Walking;tower_load=Moderate
fp_growth,0.0667,movement_speed=Static;obstruction_level=Low;offered_downlink_mbps=offered_high,3,movement_speed=Static;obstruction_level=Low;offered_downlink_mbps=offered_high
fp_growth,0.06668,app_type=Streaming;jitter_ms=jitter_low;service_degraded=1,3,app_type=Streaming;jitter_ms=jitter_low;service_degraded=1
fp_growth,0.06668,offered_downlink_mbps=offered_very_high;time_of_day=afternoon,2,offered_downlink_mbps=offered_very_high;time_of_day=afternoon
fp_growth,0.06666,network_type=5G_SA;service_degraded=0;time_of_day=night,3,network_type=5G_SA;service_degraded=0;time_of_day=night
fp_growth,0.06666,band=n78;offered_downlink_mbps=offered_moderate,2,band=n78;offered_downlink_mbps=offered_moderate
fp_growth,0.06664,jitter_ms=jitter_moderate;network_type=5G_NSA;obstruction_level=Medium,3,jitter_ms=jitter_moderate;network_type=5G_NSA;obstruction_level=Medium
fp_growth,0.06658,band=n78;offered_downlink_mbps=offered_high;weather=Clear,3,band=n78;offered_downlink_mbps=offered_high;weather=Clear
fp_growth,0.06658,infrastructure_profile=Nominal;movement_speed=Walking;weather=Rainy,3,infrastructure_profile=Nominal;movement_speed=Walking;weather=Rainy
fp_growth,0.06656,downlink_shortfall_fraction=shortfall_extreme;movement_speed=Static;obstruction_level=Medium,3,downlink_shortfall_fraction=shortfall_extreme;movement_speed=Static;obstruction_level=Medium
fp_growth,0.06656,movement_speed=Walking;offered_downlink_mbps=offered_high;service_degraded=0,3,movement_speed=Walking;offered_downlink_mbps=offered_high;service_degraded=0
fp_growth,0.06654,congestion_level=High;obstruction_level=Low;service_degraded=0,3,congestion_level=High;obstruction_level=Low;service_degraded=0
fp_growth,0.06646,congestion_level=Medium;signal_strength_dbm=signal_moderate;tower_load=Moderate,3,congestion_level=Medium;signal_strength_dbm=signal_moderate;tower_load=Moderate
fp_growth,0.06644,infrastructure_profile=Nominal;obstruction_level=High;signal_strength_dbm=signal_very_weak,3,infrastructure_profile=Nominal;obstruction_level=High;signal_strength_dbm=signal_very_weak
fp_growth,0.06638,app_type=Browse;congestion_level=Medium;service_degraded=0,3,app_type=Browse;congestion_level=Medium;service_degraded=0
fp_growth,0.06638,congestion_level=Low;network_type=5G_SA;tower_load=Light,3,congestion_level=Low;network_type=5G_SA;tower_load=Light
fp_growth,0.06638,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_moderate;offered_downlink_mbps=offered_very_high,3,downlink_shortfall_fraction=shortfall_extreme;latency_ms=latency_moderate;offered_downlink_mbps=offered_very_high
fp_growth,0.06638,network_type=5G_SA;time_of_day=night;weather=Clear,3,network_type=5G_SA;time_of_day=night;weather=Clear
fp_growth,0.06638,congestion_level=Low;network_type=5G_SA,2,congestion_level=Low;network_type=5G_SA
